SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
IDos_S1,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,44.596140000000005,-113.93825,,,Gage,Patterson-Big Springs Creek - Upper,0283cf40402a49b39ef0538ff7eec27b,,Hydrology Station,ID,
IDos_S2,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,42.53139,-113.8914,,,Gage,J Drain,06b16a6c67dd4f0eb70685197cd8cd97,,Hydrology Station,ID,
IDos_S3,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,42.97594129,-116.0922094,,,Gage,Simplot 9,072db346a377493b9d6e572f48e1af9f,,Hydrology Station,ID,
IDos_S4,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,44.63636446,-113.32262479999999,,,Gage,Texas Creek,081013086b254450a3c197f0f6259c4b,,Hydrology Station,ID,
IDos_S5,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,42.94324994,-115.54044440000001,,,Gage,Blanksma - Chalk Flats,09dac063be794c8db48949550c89823d,,Hydrology Station,ID,
IDos_S6,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,43.10272219,-116.25741659,,,Gage,Big Foot Bar 3,0b73e73960d14209a05ec2ade8f60467,,Hydrology Station,ID,
IDos_S7,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,44.671965,-113.301801,,,Gage,Hawley Creek Lower,0e7c7f9891224f119ed72c31f44aaefa,,Hydrology Station,ID,
IDos_S8,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,42.61111111,-114.48305556,,,Gage,Pristine Springs Fresh 1,0ec97bda2c9e4a3ebc0af825fbdbfdbd,,Hydrology Station,ID,
IDos_S9,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,44.606,-113.95100000000001,,,Gage,"Patterson/Big Springs Creek, Lower",101b561f8e3d4d6d9826aad71b11859e,,Hydrology Station,ID,
IDos_S10,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,42.94305548,-115.66686100000001,,,Gage,Blanksma Sand Dunes,12060465e6824e4891fe24cf4f5c75c7,,Hydrology Station,ID,
IDos_S11,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,43.29806,-112.1742,,,Gage,Cedar Point_Return,17442309401140a48db0d84d90702731,,Hydrology Station,ID,
IDos_S12,,IDos_WS1,Unspecified,Unspecified,Unspecified,4326,,,,,43.28306,-112.2675,,,Gage,End of Basalt,17a7cf169a314d5c8f111788a4a96916,,Hydrology Station,ID,
