MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart
UT_Consumptive Use Estimate,UDWRe,UTag_RU1,UT_Consumptive Use,UTag_WS1,,80061.753287,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU2,UT_Consumptive Use,UTag_WS1,,238427.64965300003,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU3,UT_Consumptive Use,UTag_WS1,,112529.510081,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU4,UT_Consumptive Use,UTag_WS1,,27021.922929000004,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU5,UT_Consumptive Use,UTag_WS1,,20364.506196000002,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU6,UT_Consumptive Use,UTag_WS1,,39236.478064999996,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU7,UT_Consumptive Use,UTag_WS1,,151959.00261199998,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU8,UT_Consumptive Use,UTag_WS1,,28456.377748000003,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU9,UT_Consumptive Use,UTag_WS1,,37478.379972,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU10,UT_Consumptive Use,UTag_WS1,,33113.407253,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU11,UT_Consumptive Use,UTag_WS1,,61156.212149,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU12,UT_Consumptive Use,UTag_WS1,,20480.370026,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
UT_Consumptive Use Estimate,UDWRe,UTag_RU13,UT_Consumptive Use,UTag_WS1,,146011.036945,Agriculture,,,,11/03/2020,,,,,,,,,Irrigation,2005,,2006-09-30,2005-10-01
