Source ID,Source Name,Year,Source Status,System Name,System ID,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Use Type,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10000001,Oak Grove Spring (WS001),,Active,Leeds Domestic Water Users Association,1000,37.30907717,-113.4294115,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10000002,Leeds Well (WS002),,Active,Leeds Domestic Water Users Association,1000,37.26701434,-113.3630602,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108540479,"El Dorado Hills Well (8 in, 335 ft deep)",,Inactive,Leeds Domestic Water Users Association,1000,37.26580872,-113.3515934,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10010001,5190S 1050W #1 Well (WS003),,Active,Riverdale City,1001,41.16995949,-112.0056344,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10010002,Golf Well (6`),,Inactive,Riverdale City,1001,41.16461496,-112.0052749,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10010004,Well No. 2 (Roy Well),,Inactive,Riverdale City,1001,41.16574758,-112.0187114,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10020001,Monroe Well,,Inactive,South Monroe Culinary Water,1002,38.62130748,-112.1210713,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10030001,FC Well #2 (16`)  402` (WS003),,Active,Fillmore Municipal Water System,1003,38.96438539,-112.3810406,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",,Active,Fillmore Municipal Water System,1003,38.96435631,-112.3793198,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10030003,Watercress Spring (WS001),,Active,Fillmore Municipal Water System,1003,38.94520566,-112.2572118,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10030004,Well (16`) FC Airport #1,,Inactive,Fillmore Municipal Water System,1003,38.96427602,-112.35403,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542788,"Well #1 (16 inch, 385` deep)",,Inactive,Fillmore Municipal Water System,1003,38.98687523,-112.429023,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542789,"Well #2 (6 inch, 281` deep)",,Inactive,Fillmore Municipal Water System,1003,38.9804505,-112.4288551,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542790,"Well #3 (16 inches, 510` deep)",,Inactive,Fillmore Municipal Water System,1003,38.96444685,-112.4102166,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542791,"Well #4 (16 inches, 357` deep)",,Inactive,Fillmore Municipal Water System,1003,38.95120037,-112.43875,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542792,"Well #5 (12 inches, 600` deep)",,Inactive,Fillmore Municipal Water System,1003,38.94874373,-112.4433008,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108542793,"Well #6 (12 inches, 400` deep)",,Inactive,Fillmore Municipal Water System,1003,38.95356824,-112.4151508,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10040002,"Backup Wells - 2 (12"")",,Inactive,Duchesne City Water Service District,1004,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10040003,"Backup Wells - 3 (12"")",,Inactive,Duchesne City Water Service District,1004,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10040004,"Backup Well (12"")",,Inactive,Duchesne City Water Service District,1004,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10040005,"Backup Well (6"")",,Inactive,Duchesne City Water Service District,1004,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10040006,"Backup Wells - 2 (12"")",,Inactive,Duchesne City Water Service District,1004,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543615,Knight Diversion Dam,,Inactive,Duchesne City Water Service District,1004,40.24059732,-110.4120857,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543616,Rocky Point Diversion Dam,,Inactive,Duchesne City Water Service District,1004,40.22779978,-110.3982656,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543617,Pump from Starvation Reservoir to TP,,Inactive,Duchesne City Water Service District,1004,40.19066067,-110.4444227,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050001,"Dago, Copper, Odell Spgs (Culinary)",,Inactive,South Davis Water District (Culinary),1005,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050002,Enoch Spring (Culinary) (WS004),,Active,South Davis Water District (Culinary),1005,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050003,Bona Vista Well (Culinary) (WS008),,Active,South Davis Water District (Culinary),1005,40.86164353,-111.879759,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050004,Val Vista Well 1 (Culinary) (WS005),,Active,South Davis Water District (Culinary),1005,40.85658822,-111.8819704,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050005,Val Vista Well 2 (Culinary) (WS006),,Active,South Davis Water District (Culinary),1005,40.85663393,-111.8820975,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050006,Val Vista Well 3 (Culinary) (WS007),,Active,South Davis Water District (Culinary),1005,40.85687511,-111.882155,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050007,Val Verda Well (Culinary),,Inactive,South Davis Water District (Culinary),1005,40.85942095,-111.8795668,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050009,Salisbury Well No. 1,,Inactive,South Davis Water District (Culinary),1005,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050020,Elk Springs,,Inactive,South Davis Water District (Culinary),1005,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050022,Irfred Park Well,,Inactive,South Davis Water District (Culinary),1005,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050023,North Canyon Well (Culinary) (WS011),,Active,South Davis Water District (Culinary),1005,40.85839193,-111.8767227,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10050024,Val Verda Tunnel,,Inactive,South Davis Water District (Culinary),1005,,,Tunnel,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543146,North Canyon Creek,,Inactive,South Davis Water District (Culinary),1005,40.8418605,-111.8369767,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543263,North Canyon Creek,,Inactive,South Davis Water District (Culinary),1005,40.85824678,-111.8755888,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543737,Conc Diversion Structure N Canyon Creek,,Inactive,South Davis Water District (Culinary),1005,40.84581729,-111.852048,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060001,W Wendover Nevada-Johnson Spring (WS004),,Inactive,Wendover Municipal Water System,1006,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060002,Cedar Spring Creek Intake (WS007),,Active,Wendover Municipal Water System,1006,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060003,Little Cedar Spring,,Inactive,Wendover Municipal Water System,1006,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060004,Munsee Spring (WS002),,Active,Wendover Municipal Water System,1006,41.01415179,-114.0245061,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060005,Cottonwood Spring Creek Intake (WS008),,Active,Wendover Municipal Water System,1006,41.02898634,-114.0295003,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060007,Morrison Spring Pilot,,Inactive,Wendover Municipal Water System,1006,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060008,Silverzone Well,,Active,Wendover Municipal Water System,1006,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060009,Neilson Spring (WS003),,Active,Wendover Municipal Water System,1006,41.01688605,-114.0249213,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10060010,Miners Canyon Springs (WS001),,Active,Wendover Municipal Water System,1006,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070001,Homestead Well (WS001),,Active,Enoch City Water System (Culinary),1007,37.76192288,-113.0222303,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070002,Anderson Well (WS004),,Active,Enoch City Water System (Culinary),1007,37.76715522,-113.0225701,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070003,Woolsey Well (WS002),,Active,Enoch City Water System (Culinary),1007,37.76689606,-113.0298702,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070004,Well,,Inactive,Enoch City Water System (Culinary),1007,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070005,"Well (12"")",,Inactive,Enoch City Water System (Culinary),1007,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070006,Well,,Inactive,Enoch City Water System (Culinary),1007,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10070007,Ravine Well (WS005),,Active,Enoch City Water System (Culinary),1007,37.77425463,-113.0187417,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108540218,Iron Works Well (WS006),,Active,Enoch City Water System (Culinary),1007,37.77679614,-113.0203024,Well,Withdrawal,Domestic,,,,,,,,,,,,,,
108544599,Tank Well (WS008),,Active,Enoch City Water System (Culinary),1007,37.75996883,-113.0024387,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10080001,Well (8`),,Inactive,Snowville Town,1008,41.97511747,-112.6550756,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10080003,Well (16`),,Inactive,Snowville Town,1008,41.96732182,-112.7091129,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10080004,Spring,,Inactive,Snowville Town,1008,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108541054,Snowville Well #2 (WS002),,Active,Snowville Town,1008,41.99487727,-112.6620451,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108541055,Well (20 in. 400 ft deep),,Inactive,Snowville Town,1008,41.98420022,-112.6543726,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108541056,North Hill Well (WS001),,Active,Snowville Town,1008,41.96741615,-112.7088616,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090003,Power House Well (WS003),,Active,Murray City Corporation (Culinary),1009,40.66657862,-111.8948282,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090004,6th West #2 Well (WS004),,Active,Murray City Corporation (Culinary),1009,40.6535113,-111.9073811,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090005,5th East #3 Well (WS005),,Active,Murray City Corporation (Culinary),1009,40.65552224,-111.875802,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090006,New Howe Well (WS024),,Active,Murray City Corporation (Culinary),1009,40.64881093,-111.8638829,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090007,3rd West #5 Well (WS007),,Active,Murray City Corporation (Culinary),1009,40.64453263,-111.8986822,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090008,Vine Street #6 Well (WS008),,Active,Murray City Corporation (Culinary),1009,40.64127839,-111.8634898,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090009,7th West #7 Well (WS009),,Active,Murray City Corporation (Culinary),1009,40.62830155,-111.9120017,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090010,9th East #8 Well (WS010),,Active,Murray City Corporation (Culinary),1009,40.63138251,-111.8660401,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090011,Reservoir #9 Well (WS011),,Active,Murray City Corporation (Culinary),1009,40.62557788,-111.8494754,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090012,Whitmore West #10 Well (WS012),,Active,Murray City Corporation (Culinary),1009,40.62634998,-111.8293663,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090013,Whitmore East #11 Well (WS013),,Active,Murray City Corporation (Culinary),1009,40.62636084,-111.8278528,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090014,McGhie Springs (WS002),,Active,Murray City Corporation (Culinary),1009,40.62100153,-111.7933816,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090015,McGhie Spring Well No.16,,Inactive,Murray City Corporation (Culinary),1009,40.62089167,-111.7934938,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090016,Well 15 - Germania,,Inactive,Murray City Corporation (Culinary),1009,40.65362702,-111.9229216,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090017,Millrace Well #14 (WS015),,Active,Murray City Corporation (Culinary),1009,40.66883134,-111.8742472,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090018,360 West #13 Well (WS013),,Active,Murray City Corporation (Culinary),1009,40.66333511,-111.902235,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090020,45th South Well,,Inactive,Murray City Corporation (Culinary),1009,40.67344337,-111.8993036,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090021,Park #15 Well,,Inactive,Murray City Corporation (Culinary),1009,40.66075646,-111.8824149,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090022,Highland Dairy Well (WS020),,Active,Murray City Corporation (Culinary),1009,40.65380381,-111.872477,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10090023,Monroc Well (WS021),,Active,Murray City Corporation (Culinary),1009,40.63061362,-111.8152643,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108540863,Grant Park Well (WS023),,Active,Murray City Corporation (Culinary),1009,40.6370836,-111.7783775,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108543249,McGhie Springs Well (WS025),,Active,Murray City Corporation (Culinary),1009,40.62137718,-111.7947644,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100001,"Mary`s/Springdell Comm Springs WS012, 34",,Active,Provo City Water Resources Division (Culinary),1010,40.3225641,-111.6207535,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100004,Well 5600 North (WS006),,Active,Provo City Water Resources Division (Culinary),1010,40.30737406,-111.6575512,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100005,Edgemont Well (WS004),,Active,Provo City Water Resources Division (Culinary),1010,40.28192182,-111.6528718,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100006,Rock Canyon Well (WS003),,Active,Provo City Water Resources Division (Culinary),1010,40.26213215,-111.6418062,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100007,Brough Well (WS002),,Active,Provo City Water Resources Division (Culinary),1010,40.25503974,-111.6730662,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100008,Provost Well,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100009,North Well (WS001),,Active,Provo City Water Resources Division (Culinary),1010,40.26375333,-111.663504,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100010,City Center Well,1998,Inactive,Provo City Water Resources Division (Culinary),1010,40.23276874,-111.6642168,Well,Withdrawal,Industrial,kgallons,17270.12571,16292.57143,17270.12571,16618.42286,17270.12571,16618.42286,17270.12571,17270.12571,16618.42286,17270.12571,16618.42286,17270.12571,203657.1429
10100010,City Center Well,1999,Inactive,Provo City Water Resources Division (Culinary),1010,40.23276874,-111.6642168,Well,Withdrawal,Industrial,kgallons,17270.12571,16292.57143,17270.12571,16618.42286,17270.12571,16618.42286,17270.12571,17270.12571,16618.42286,17270.12571,16618.42286,17270.12571,203657.1429
10100010,City Center Well,2002,Inactive,Provo City Water Resources Division (Culinary),1010,40.23276874,-111.6642168,Well,Withdrawal,Industrial,kgallons,17270.12571,16292.57143,17270.12571,16618.42286,17270.12571,16618.42286,17270.12571,10753.09714,0,0,16618.42286,17270.12571,163251.5657
10100010,City Center Well,,Inactive,Provo City Water Resources Division (Culinary),1010,40.23276874,-111.6642168,Well,Withdrawal,Industrial,,,,,,,,,,,,,,
10100011,Spring Dell Spring (WS013),,Active,Provo City Water Resources Division (Culinary),1010,40.32923708,-111.6272553,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100012,Big Pipe Spring,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100013,Smith Springs Exchange,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100015,South Fork Springs (OLD),,Inactive,Provo City Water Resources Division (Culinary),1010,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100016,Slate Canyon Well  (WS005),,Active,Provo City Water Resources Division (Culinary),1010,40.22422985,-111.6301865,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100017,Rock Canyon Springs (WS024),2019,Active,Provo City Water Resources Division (Culinary),1010,40.26548076,-111.623018,Spring,Withdrawal,Water Supplier,kgallons,1798,1601,1788,11016,68077,82768,67610,30793,14832,11202,8524,1433,301442
10100018,"Parkside,Nunn Springs (WS015), (WS016)",2017,Active,Provo City Water Resources Division (Culinary),1010,40.33265227,-111.6176668,Spring,Withdrawal,Water Supplier,kgallons,108981,93018,150558,150772,171362,194915,274089,251884,177209,144664,125779,114917,1958148
10100018,"Parkside,Nunn Springs (WS015), (WS016)",2018,Active,Provo City Water Resources Division (Culinary),1010,40.33265227,-111.6176668,Spring,Withdrawal,Water Supplier,kgallons,62044.2,48097.685,49448.329,43092.015,42378.5,33682.328,35280.503,40450.757,47390.843,47082.479,45801.343,43431.657,538180.639
10100018,"Parkside,Nunn Springs (WS015), (WS016)",2019,Active,Provo City Water Resources Division (Culinary),1010,40.33265227,-111.6176668,Spring,Withdrawal,Water Supplier,kgallons,43823,40471,36798,63852,44892,92913,92650,130635,129498,96308,66844,62329,901013
10100019,South Fork Springs (Group 6),2019,Active,Provo City Water Resources Division (Culinary),1010,40.33973634,-111.6048562,Spring,Withdrawal,Water Supplier,kgallons,189204,170938,193310,196831,206183,201780,223938,249656,237404,239098,176947,219224,2504513
10100020,Partridge Spring,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100021,Searle Property Spring,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100022,Yellow Jacket Spring (WS011),,Active,Provo City Water Resources Division (Culinary),1010,40.32304628,-111.6238607,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100025,Well 3700 North (WS027),,Active,Provo City Water Resources Division (Culinary),1010,40.28274251,-111.6682444,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100026,Well 4800 North (WS026),,Active,Provo City Water Resources Division (Culinary),1010,40.29789309,-111.6614794,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100027,Utilities Well (WS008),,Active,Provo City Water Resources Division (Culinary),1010,40.24262035,-111.6629113,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100028,BYU Well (WS025),,Active,Provo City Water Resources Division (Culinary),1010,40.25297927,-111.6514974,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100029,Metro`s Thorn Well (WS031),,Active,Provo City Water Resources Division (Culinary),1010,40.2239035,-111.6301082,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100030,Well `88` (WS029),,Active,Provo City Water Resources Division (Culinary),1010,40.24494547,-111.6735398,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100031,Deer Creek & Provo River  (CUWCD) WS037,,Active,Provo City Water Resources Division (Culinary),1010,40.32093186,-111.6702987,Reservoir,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10100034,Lost Lake Reservoir,2001,Inactive,Provo City Water Resources Division (Culinary),1010,,,Reservoir,Transfer Out,Water Supplier,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0
10100034,Lost Lake Reservoir,2002,Inactive,Provo City Water Resources Division (Culinary),1010,,,Reservoir,Transfer Out,Water Supplier,kgallons,,,,,,,,,,,,,
10100034,Lost Lake Reservoir,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Reservoir,Transfer Out,Water Supplier,,,,,,,,,,,,,,
10100035,Lost Lake Reservoir,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Reservoir,Withdrawal,Domestic,,,,,,,,,,,,,,
10100036,Provo River,,Inactive,Provo City Water Resources Division (Culinary),1010,,,Stream,Delivery,Water Supplier,,,,,,,,,,,,,,
108540536,Timpview Well (Timp Kiwainis) (WS032),,Active,Provo City Water Resources Division (Culinary),1010,40.27715679,-111.6463672,Well,Withdrawal,Domestic,,,,,,,,,,,,,,
108541706,Canyon Road Well (WS038),,Active,Provo City Water Resources Division (Culinary),1010,40.27077597,-111.6533425,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108541707,Riverwoods Well (WS036),,Active,Provo City Water Resources Division (Culinary),1010,40.29593387,-111.6568878,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108545265,"Thayer Flat/Rotary Park Springs WS017,18",2018,Active,Provo City Water Resources Division (Culinary),1010,40.33644018,-111.6118517,Spring,Withdrawal,Water Supplier,kgallons,80351,68222,76570,75648,80551,72772,75501,80497,73899,70504,66362,66857,887734
108545265,"Thayer Flat/Rotary Park Springs WS017,18",2019,Active,Provo City Water Resources Division (Culinary),1010,40.33644018,-111.6118517,Spring,Withdrawal,Water Supplier,kgallons,67456,50857,73255,64812,128404,130504,138480,147188,120398,95904,95102,80908,1193268
10110001,So. Robinson Spring (WS001),1996,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5333632,742.0223561,821.5333632,795.0318665,821.5333632,795.0318665,821.5333632,821.5333632,795.0318665,821.5333632,795.0318665,821.5333632,9673.173372
10110001,So. Robinson Spring (WS001),1997,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5561728,742.0516827,821.5561728,795.0546761,821.5561728,795.0546761,821.5561728,821.5561728,795.0546761,821.5561728,795.0546761,821.5561728,9673.163597
10110001,So. Robinson Spring (WS001),1998,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,9672.873589
10110001,So. Robinson Spring (WS001),1999,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5561728,742.0516827,821.5561728,795.0546761,821.5561728,795.0546761,821.5561728,821.5561728,795.0546761,821.5561728,795.0546761,821.5561728,9673.163597
10110001,So. Robinson Spring (WS001),2000,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5333632,742.0223561,821.5333632,795.028608,821.5333632,795.0318665,821.5333632,821.5333632,795.0318665,821.5333632,795.0318665,821.5333632,9672.880106
10110001,So. Robinson Spring (WS001),2001,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.1456,742.9412571,821.1456,795.0774857,821.1456,795.0774857,821.1456,821.1456,795.0774857,821.1456,795.0774857,821.1456,9671.2704
10110001,So. Robinson Spring (WS001),2002,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5320508,742.0235294,821.5320508,795.0312105,821.5320508,795.0312105,821.5320508,821.5320508,795.0312105,821.5320508,795.0312105,821.5320508,9672.872727
10110001,So. Robinson Spring (WS001),2003,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.5320508,742.0235294,821.5320508,795.0312105,821.5320508,795.0312105,821.5320508,821.5320508,795.0312105,821.5320508,795.0312105,821.5320508,9672.872727
10110001,So. Robinson Spring (WS001),2006,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.475,741.972,821.475,794.976,821.475,794.976,821.475,821.475,794.976,821.475,794.976,821.475,9672.201
10110001,So. Robinson Spring (WS001),2007,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.475,741.972,821.475,794.976,821.475,794.976,821.475,821.475,794.976,821.475,794.976,821.475,9672.201
10110001,So. Robinson Spring (WS001),2008,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.475,741.972,821.475,794.976,821.475,794.976,821.475,821.475,794.976,821.475,794.976,821.475,9672.201
10110001,So. Robinson Spring (WS001),2009,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,821.475,741.972,821.475,794.976,821.475,794.976,821.475,821.475,794.976,821.475,794.976,821.475,9672.201
10110001,So. Robinson Spring (WS001),2019,Active,South Robinson Spring Water Users,1011,41.05113675,-111.6711419,Spring,Withdrawal,Water Supplier,kgallons,443.567,443.567,443.567,443.567,443.567,443.567,443.567,443.567,443.567,443.567,443.567,443.567,5322.804
10120001,Well 2 (WS002),,Inactive,Monte Vista Comm. & Water Company,1012,37.69082849,-113.1249172,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
108541924,MONTE VISTA Well #1& 2 (WS001)(WS002),2015,Active,Monte Vista Comm. & Water Company,1012,37.69076997,-113.124964,Well,Withdrawal,Water Supplier,kgallons,700,700,700,1000,1400,1700,2100,1900,1700,1100,900,700,14600
108541924,MONTE VISTA Well #1& 2 (WS001)(WS002),,Active,Monte Vista Comm. & Water Company,1012,37.69076997,-113.124964,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10130001,"Well no.2 (8"")",,Active,Altamont Town Water,1013,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10130002,Well no.1 (10`),,Active,Altamont Town Water,1013,40.37390863,-110.2941007,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10130003,"Well no.5 (12"")",,Active,Altamont Town Water,1013,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10130004,"Well no.3 (12"")",,Active,Altamont Town Water,1013,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10130005,"Well no.4 (10"")",,Active,Altamont Town Water,1013,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10150001,Grassy Trail Creek Res. WS002),,Active,East Carbon City and Sunnyside City,1015,39.62234769,-110.3958687,Reservoir,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10150009,Well 90-1,,Inactive,East Carbon City and Sunnyside City,1015,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10160001,City Creek Spring #1  (WS001),,Active,Junction Town,1016,38.27423865,-112.3160837,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10160002,Town Well (WS002),,Active,Junction Town,1016,38.23757206,-112.2239918,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10170002,Kid Well # 7,,Inactive,Kearns Improvement District,1017,40.65325446,-112.0051966,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10170003,Well #3 (WS005),,Active,Kearns Improvement District,1017,40.6395183,-112.0893309,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10170004,Well #4 (WS006),,Active,Kearns Improvement District,1017,40.62303703,-112.0745869,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
10170005,Well #5 (WS007),,Active,Kearns Improvement District,1017,40.6214313,-112.0748206,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,
