SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
CAss_S1,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.73436363,-122.0273033,,,POU,NORRIS CANYON PROPERTY OWNERS ASSN,CA0103040,,Water Service Area,CA,
CAss_S2,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.368848299999996,-121.91303059999998,,,POU,CASTLEWOOD DOMESTIC WATER SYSTEM,CA0105008,,Water Service Area,CA,
CAss_S3,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.78706234,-121.57880890000001,,,POU,MOUNTAIN HOUSE SCHOOL,CA0105009,,Water Service Area,CA,
CAss_S4,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.66165929,-121.8872356,,,POU,ALAMEDA COUNTY FAIRGROUNDS,CA0105020,,Water Service Area,CA,
CAss_S5,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.5380458,-122.02103559999999,,,POU,ALAMEDA COUNTY WATER DISTRICT,CA0110001,,Water Service Area,CA,
CAss_S6,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.6755341,-121.75434409999998,,,POU,CALIFORNIA WATER SERVICE - LIVERMORE,CA0110003,,Water Service Area,CA,
CAss_S7,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.84403702,-122.1921797,,,POU,EAST BAY MUD,CA0110005,,Water Service Area,CA,
CAss_S8,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.64499016,-122.0787533,,,POU,CITY OF HAYWARD,CA0110006,,Water Service Area,CA,
CAss_S9,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.66165059,-121.8864293,,,POU,CITY OF PLEASANTON,CA0110008,,Water Service Area,CA,
CAss_S10,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.73178489,-121.9002763,,,POU,DUBLIN SAN RAMON SERVICES DISTRICT,CA0110009,,Water Service Area,CA,
CAss_S11,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.63311869,-121.7358872,,,POU,ZONE 7 WATER AGENCY,CA0110010,,Water Service Area,CA,
CAss_S12,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.68766385,-121.7563628,,,POU,CITY OF LIVERMORE,CA0110011,,Water Service Area,CA,
CAss_S13,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.60017915,-121.88787549999999,,,POU,TOWN OF SUNOL-SFPUC,CA0110012,,Water Service Area,CA,
CAss_S14,,CAss_WS1,Unspecified,Centroid of Area,ALAMEDA,4326,,,,,37.7842641,-122.3107147,,,POU,ALAMEDA POINT,CA0110016,,Water Service Area,CA,
CAss_S17,,CAss_WS1,Unspecified,Centroid of Area,ALPINE,4326,,,,,38.466440999999996,-120.04240870000001,,,POU,LAKE ALPINE WATER COMPANY,CA0210001,,Water Service Area,CA,
CAss_S18,,CAss_WS1,Unspecified,Centroid of Area,ALPINE,4326,,,,,38.69258868,-120.0719845,,,POU,KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT,CA0210002,,Water Service Area,CA,
CAss_S21,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.43918965,-120.8629565,,,POU,DRYTOWN COUNTY WATER DISTRICT,CA0300010,,Water Service Area,CA,
CAss_S22,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.36014523,-120.74966869999999,,,POU,SUTTER PINES MHP,CA0300011,,Water Service Area,CA,
CAss_S23,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.4444036,-120.62795459999998,,,POU,VOLCANO COMMUNITY SERVICE DIST,CA0300016,,Water Service Area,CA,
CAss_S24,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.50399452,-120.76109840000002,,,POU,FIDDLETOWN COMMUNITY SERVICE,CA0300019,,Water Service Area,CA,
CAss_S25,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.40707564,-120.6468497,,,POU,TABEAU MOBILE HOME PARK,CA0300024,,Water Service Area,CA,
CAss_S26,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.30289915,-120.8916811,,,POU,JACKSON VALLEY IRRIGATION DISTRICT,CA0300037,,Water Service Area,CA,
CAss_S27,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.31183433,-120.9732604,,,POU,IONE BAND OF MIWOK INDIANS,CA0300078,,Water Service Area,CA,
CAss_S28,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.32659378,-120.7376767,,,POU,GRACE FELLOWSHIP CHURCH,CA0300086,,Water Service Area,CA,
CAss_S29,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.30748925,-120.90261650000001,,,POU,"MP ASSOCIATES, INC.",CA0300524,,Water Service Area,CA,
CAss_S30,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.34863028,-120.7723625,,,POU,CITY OF JACKSON,CA0310001,,Water Service Area,CA,
CAss_S31,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.3813656,-120.9639497,,,POU,"AWA, IONE",CA0310002,,Water Service Area,CA,
CAss_S32,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.37986285,-120.7659233,,,POU,"AWA, TANNER",CA0310003,,Water Service Area,CA,
CAss_S33,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.47834222,-120.84452340000001,,,POU,"PLYMOUTH, CITY OF",CA0310004,,Water Service Area,CA,
CAss_S34,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.40738536,-120.66060719999999,,,POU,PINE GROVE COMM SERV DIST,CA0310005,,Water Service Area,CA,
CAss_S35,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.54580204,-120.74273390000002,,,POU,RIVER PINES PUD,CA0310006,,Water Service Area,CA,
CAss_S36,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.45826042,-120.53703130000001,,,POU,FIRST MACE MEADOW # 1,CA0310011,,Water Service Area,CA,
CAss_S37,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.42146483,-120.59170060000001,,,POU,AWA BUCKHORN PLANT,CA0310012,,Water Service Area,CA,
CAss_S38,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.44709424,-120.5392054,,,POU,FIRST MACE MEADOWS UNIT NO. 2,CA0310018,,Water Service Area,CA,
CAss_S39,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.46272624,-120.6607612,,,POU,AWA LA MEL HEIGHTS #3,CA0310019,,Water Service Area,CA,
CAss_S40,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.26070166,-120.9773206,,,POU,AWA - CAMANCHE VILLAGE,CA0310021,,Water Service Area,CA,
CAss_S41,,CAss_WS1,Unspecified,Centroid of Area,AMADOR,4326,,,,,38.42483846,-120.64306609999998,,,POU,INDIAN GRINDING ROCK-CALAVERAS DISTRICT,CA0310300,,Water Service Area,CA,
CAss_S42,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.87215583,-121.6821144,,,POU,HARTLEY MUTUAL WATER SYSTEM,CA0400003,,Water Service Area,CA,
CAss_S43,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.68336387,-121.77419259999999,,,POU,BUTTE CREEK ESTATES MUTUAL WATER CO,CA0400007,,Water Service Area,CA,
CAss_S44,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.70554924,-121.7455753,,,POU,GRAN MUTUAL WATER CO,CA0400008,,Water Service Area,CA,
CAss_S45,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.63838132,-121.38906200000001,,,POU,BERRY CREEK COMMUNITY SERVICE DIST,CA0400016,,Water Service Area,CA,
CAss_S47,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.87569926,-121.6752602,,,POU,FOREST RANCH MOBILE PARK,CA0400041,,Water Service Area,CA,
CAss_S48,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.63495083,-121.45583799999999,,,POU,FEATHER RIDGE ESTATES WATER CO,CA0400081,,Water Service Area,CA,
CAss_S49,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.78063849,-121.68722269999999,,,POU,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,,Water Service Area,CA,
CAss_S50,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.849297299999996,-121.68774009999998,,,POU,HUMBOLDT HIGHLANDS MUTUAL,CA0400123,,Water Service Area,CA,
CAss_S51,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.58432549,-121.117287,,,POU,SFWP - SLY CREEK CAMPGROUND,CA0400137,,Water Service Area,CA,
CAss_S52,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,40.08340299,-121.54128899999999,,,POU,BIGGERS GLEN MUTUAL WATER CO,CA0400155,,Water Service Area,CA,
CAss_S54,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.68508773,-121.56214320000001,,,POU,DEL ORO WATER CO.-LIME SADDLE MARINA,CA0405001,,Water Service Area,CA,
CAss_S55,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.73501145,-121.66477179999998,,,POU,BLUE OAK TERRACE MUTUAL,CA0409181,,Water Service Area,CA,
CAss_S57,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.74345151,-121.83543300000001,,,POU,CAL-WATER SERVICE CO.-CHICO,CA0410002,,Water Service Area,CA,
CAss_S58,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.64612391,-121.80354779999999,,,POU,DURHAM IRRIGATION DISTRICT,CA0410003,,Water Service Area,CA,
CAss_S59,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.49790352,-121.55890910000001,,,POU,CAL-WATER SERVICE CO.-OROVILLE,CA0410005,,Water Service Area,CA,
CAss_S60,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.48843143,-121.5062471,,,POU,SFWP-MINERS RANCH,CA0410006,,Water Service Area,CA,
CAss_S61,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.75634083,-121.6066675,,,POU,PARADISE IRRIGATION DISTRICT,CA0410007,,Water Service Area,CA,
CAss_S62,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.54289271,-121.5905909,,,POU,THERMALITO WATER & SEWER DIST,CA0410008,,Water Service Area,CA,
CAss_S63,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.80532999,-121.5809321,,,POU,DEL ORO WATER CO.-MAGALIA,CA0410009,,Water Service Area,CA,
CAss_S64,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.81484006,-121.6003406,,,POU,DEL ORO WATER CO.-PARADISE PINES,CA0410011,,Water Service Area,CA,
CAss_S65,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.38957292,-121.4010087,,,POU,SFWP-BANGOR,CA0410012,,Water Service Area,CA,
CAss_S66,,CAss_WS1,Unspecified,Centroid of Area,BUTTE,4326,,,,,39.90725287,-121.53026080000001,,,POU,DEL ORO WATER CO.-STIRLING BLUFFS,CA0410018,,Water Service Area,CA,
CAss_S68,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.38619617,-120.53997520000001,,,POU,DUNROVIN MOBILE HOME VILLAGE,CA0500068,,Water Service Area,CA,
CAss_S69,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.1416782,-120.44313229999999,,,POU,UNION PUBLIC UTILITY DISTRICT,CA0510001,,Water Service Area,CA,
CAss_S70,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.26123665,-120.6882779,,,POU,CALAVERAS PUD,CA0510002,,Water Service Area,CA,
CAss_S71,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.07376226,-120.55325729999998,,,POU,"ANGELS, CITY OF",CA0510003,,Water Service Area,CA,
CAss_S72,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.17541041,-120.4560913,,,POU,CCWD - SHEEP RANCH,CA0510004,,Water Service Area,CA,
CAss_S73,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.40418614,-120.5378094,,,POU,CCWD - WEST POINT,CA0510005,,Water Service Area,CA,
CAss_S74,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.15543902,-120.8381205,,,POU,CCWD - JENNY LIND,CA0510006,,Water Service Area,CA,
CAss_S75,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.25185567,-120.3321991,,,POU,BLUE LAKE SPRINGS MUT WTR,CA0510009,,Water Service Area,CA,
CAss_S76,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.19255838,-120.8286277,,,POU,VALLEY SPRINGS PUD,CA0510010,,Water Service Area,CA,
CAss_S77,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.29591979,-120.27332959999998,,,POU,SNOWSHOE SPRINGS ASSN.,CA0510011,,Water Service Area,CA,
CAss_S78,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.25552728,-120.35011200000001,,,POU,CCWD - EBBETTS PASS,CA0510016,,Water Service Area,CA,
CAss_S79,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,37.92909958,-120.6292481,,,POU,CCWD - COPPER COVE,CA0510017,,Water Service Area,CA,
CAss_S80,,CAss_WS1,Unspecified,Centroid of Area,CALAVERAS,4326,,,,,38.1972094,-120.9583175,,,POU,CCWD - WALLACE,CA0510019,,Water Service Area,CA,
CAss_S81,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.37005569,-122.5467667,,,POU,COLUSA CO. SERVICE AREA #2-STONYFORD,CA0600005,,Water Service Area,CA,
CAss_S82,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.21195663,-122.0190872,,,POU,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,CA0600012,,Water Service Area,CA,
CAss_S83,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.4033963,-122.01179180000001,,,POU,COLUSA CO. WWD #2 - PRINCETON,CA0600013,,Water Service Area,CA,
CAss_S84,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.03891558,-122.42234170000002,,,POU,WILBUR HOT SPRINGS,CA0600016,,Water Service Area,CA,
CAss_S85,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.12531747,-122.12407920000001,,,POU,MORNING STAR PKG. CO.-WMS.,CA0605002,,Water Service Area,CA,
CAss_S87,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.0035251,-122.0587322,,,POU,DEL ORO WC - ARBUCKLE DISTRICT,CA0605011,,Water Service Area,CA,
CAss_S88,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.01720689,-122.0593241,,,POU,ARBUCKLE PUBLIC UTILITY DISTRICT,CA0610001,,Water Service Area,CA,
CAss_S89,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.2068083,-122.01101440000001,,,POU,CITY OF COLUSA,CA0610002,,Water Service Area,CA,
CAss_S90,,CAss_WS1,Unspecified,Centroid of Area,COLUSA,4326,,,,,39.15456339,-122.1471047,,,POU,CITY OF WILLIAMS,CA0610004,,Water Service Area,CA,
CAss_S92,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,38.00828958,-121.6309893,,,POU,WILLOW PARK MARINA,CA0707507,,Water Service Area,CA,
CAss_S93,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.97578539,-121.6653626,,,POU,KNIGHTSEN COMMUNITY WATER SYSTEM,CA0707547,,Water Service Area,CA,
CAss_S94,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,38.01823762,-121.6502327,,,POU,ANGLERS SUBDIVISION 4,CA0707569,,Water Service Area,CA,
CAss_S95,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,38.02112331,-121.6141537,,,POU,PLEASANTIMES MUTUAL WATER CO,CA0707576,,Water Service Area,CA,
CAss_S96,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.83315562,-122.1646908,,,POU,MORAGA HEIGHTS MUTUAL WATER,CA0707585,,Water Service Area,CA,
CAss_S97,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.97980067,-121.79659380000001,,,POU,CITY OF ANTIOCH,CA0710001,,Water Service Area,CA,
CAss_S98,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,38.02902553,-121.9583136,,,POU,GOLDEN STATE WATER COMPANY - BAY POINT,CA0710002,,Water Service Area,CA,
CAss_S99,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.95784697,-121.8964956,,,POU,CONTRA COSTA WATER DISTRICT,CA0710003,,Water Service Area,CA,
CAss_S100,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.93575548,-121.7188741,,,POU,BRENTWOOD,CA0710004,,Water Service Area,CA,
CAss_S101,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.99611071,-122.12182630000001,,,POU,CITY OF MARTINEZ,CA0710006,,Water Service Area,CA,
CAss_S102,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.99278394,-121.69552979999999,,,POU,DIABLO WATER DISTRICT,CA0710007,,Water Service Area,CA,
CAss_S103,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,38.0189764,-121.89690060000001,,,POU,CITY OF PITTSBURG,CA0710008,,Water Service Area,CA,
CAss_S104,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.90712075,-121.6067025,,,POU,TOWN OF DISCOVERY BAY,CA0710009,,Water Service Area,CA,
CAss_S105,,CAss_WS1,Unspecified,Centroid of Area,CONTRA COSTA,4326,,,,,37.79664386,-121.60255829999998,,,POU,DWR DELTA FIELD DIVISION - BANKS PP,CA0710800,,Water Service Area,CA,
