SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
OK_1,,Unspecified,Texas,EPSG:4326,,,,,36.57472754,-101.8963396,,,Unspecified,561,,Groundwater,OK,
OK_2,,Unspecified,Texas,EPSG:4326,,,,,36.51633845,-101.5751115,,,Unspecified,752,,Groundwater,OK,
OK_3,,Unspecified,Tillman,EPSG:4326,,,,,34.58284923,-99.05250259,,,Unspecified,944,,Groundwater,OK,
OK_4,,Unspecified,Tillman,EPSG:4326,,,,,34.5901155,-99.0503085,,,Unspecified,954,,Groundwater,OK,
OK_5,,Unspecified,Tillman,EPSG:4326,,,,,34.5864885,-99.0503085,,,Unspecified,945,,Groundwater,OK,
OK_6,,Unspecified,Tillman,EPSG:4326,,,,,34.5810303,-99.05249595,,,Unspecified,953,,Groundwater,OK,
OK_7,,Unspecified,Tillman,EPSG:4326,,,,,34.5810465,-99.04808882,,,Unspecified,946,,Groundwater,OK,
OK_8,,Unspecified,Tillman,EPSG:4326,,,,,34.58105287,-99.04588817,,,Unspecified,952,,Groundwater,OK,
OK_9,,Unspecified,Tillman,EPSG:4326,,,,,34.58286575,-99.04591789,,,Unspecified,947,,Groundwater,OK,
OK_10,,Unspecified,Tillman,EPSG:4326,,,,,34.58649162,-99.04591975,,,Unspecified,951,,Groundwater,OK,
OK_11,,Unspecified,Tillman,EPSG:4326,,,,,34.5901155,-99.0459185,,,Unspecified,948,,Groundwater,OK,
OK_12,,Unspecified,Tillman,EPSG:4326,,,,,34.5919225,-99.0459185,,,Unspecified,950,,Groundwater,OK,
OK_13,,Unspecified,Tillman,EPSG:4326,,,,,34.5846685,-99.0503085,,,Unspecified,949,,Groundwater,OK,
OK_14,,Unspecified,Texas,EPSG:4326,,,,,36.58009475,-101.8895851,,,Unspecified,564,,Groundwater,OK,
