MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,2500.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1971,,12/31/1971,01/01/1971
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,2900.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1972,,12/31/1972,01/01/1972
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4000.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1973,,12/31/1973,01/01/1973
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4250.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1974,,12/31/1974,01/01/1974
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3540.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1975,,12/31/1975,01/01/1975
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,2690.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1976,,12/31/1976,01/01/1976
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3810.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1977,,12/31/1977,01/01/1977
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4300.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1978,,12/31/1978,01/01/1978
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,5320.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1979,,12/31/1979,01/01/1979
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,6290.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1980,,12/31/1980,01/01/1980
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4575.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1981,,12/31/1981,01/01/1981
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,5664.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,6523.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1983,,12/31/1983,01/01/1983
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,5800.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1984,,12/31/1984,01/01/1984
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,5800.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1985,,12/31/1985,01/01/1985
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3838.9,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1986,,12/31/1986,01/01/1986
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3377.1,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1987,,12/31/1987,01/01/1987
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3275.1,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1988,,12/31/1988,01/01/1988
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3371.76,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1989,,12/31/1989,01/01/1989
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3620.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1990,,12/31/1990,01/01/1990
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4500.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1991,,12/31/1991,01/01/1991
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,3790.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1992,,12/31/1992,01/01/1992
USBR_Natural Flow Model,USBR,USBRag_RU1,USBR_Consumptive Use,USBRag_WS1,,4520.0,Irrigated Agriculture ,,,,06/19/2020,,,,,,,,,Unspecified,1993,,12/31/1993,01/01/1993
